2026-09-24 21:36:49,879 | INFO | sqlalchemy.engine.Engine | select pg_catalog.version()
2026-09-24 21:44:30,567 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:30,982 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:31,386 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:31,793 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:32,151 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:32,560 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:32,965 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:33,375 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:33,780 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:34,186 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:34,590 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:34,994 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:35,401 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:35,804 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:36,211 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:36,614 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:37,016 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:37,419 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:37,830 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:38,192 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:38,597 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:39,013 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:39,430 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:39,797 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:40,208 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:40,622 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:41,030 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:41,436 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:41,887 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:42,289 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:42,709 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:43,127 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:43,538 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:43,950 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:44,356 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:44,764 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:45,167 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:45,576 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:45,978 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:46,396 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:46,802 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:47,206 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:47,614 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:48,016 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:48,419 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:48,824 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:49,189 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:49,599 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:50,002 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:50,408 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:50,814 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:51,218 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:51,633 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:52,042 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:52,451 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:52,859 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:53,259 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:53,662 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:54,026 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:54,438 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:54,842 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:55,249 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:55,653 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:56,057 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:56,462 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:56,879 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:57,284 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:57,692 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:58,097 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:58,500 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:58,901 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:59,307 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:44:59,714 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:00,222 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:00,584 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:01,093 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:01,504 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:01,909 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:02,317 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:02,720 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:03,136 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:03,544 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:03,964 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:04,368 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:04,770 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:05,177 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:05,543 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:05,952 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:06,361 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:06,805 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:07,161 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:07,568 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:07,975 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:08,379 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:08,834 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:09,236 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:09,639 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:10,057 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:10,464 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:10,871 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:11,276 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:11,679 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:12,082 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:12,492 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:12,909 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:13,275 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:13,678 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:14,093 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:14,512 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:14,967 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:15,331 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:15,737 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:16,153 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:16,559 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:16,964 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:17,370 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:17,777 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:18,208 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:18,615 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:19,022 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:19,425 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:19,827 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:20,229 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:20,639 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:21,053 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:21,497 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:21,859 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:22,269 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:22,674 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:23,077 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:23,481 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:23,896 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:24,311 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:24,721 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:25,126 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:25,542 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:25,949 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:26,350 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:26,754 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:27,162 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:27,592 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:27,997 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:28,403 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:28,848 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:29,250 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:29,655 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:30,063 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:30,474 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:30,888 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:31,303 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:31,707 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:32,109 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:32,517 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:32,922 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:33,299 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:33,708 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:34,115 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:34,520 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:34,924 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:35,328 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:35,730 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:36,134 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:36,537 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:36,943 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:37,345 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:37,747 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:38,154 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:38,561 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:38,964 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:39,378 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:39,782 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:40,184 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:40,589 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:40,991 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:41,393 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:41,797 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:42,200 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:42,606 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:43,012 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:43,414 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:43,780 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:44,188 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:44,591 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:44,993 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:45,401 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:45,808 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:46,224 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:46,627 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:47,029 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:47,445 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:47,847 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:48,252 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:48,655 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:49,059 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:49,464 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:49,868 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:50,275 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:50,683 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:51,086 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:51,492 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:51,894 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:52,260 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:52,714 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:53,119 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:53,523 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:53,889 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:54,298 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:54,703 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:55,110 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:55,514 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:55,917 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:56,342 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:56,703 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:57,110 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:57,512 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:57,918 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:58,321 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:58,727 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:59,131 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:59,535 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:45:59,939 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:00,367 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:00,780 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:01,147 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:01,555 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:01,965 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:02,367 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:02,772 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:03,194 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:03,605 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:04,010 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:04,418 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:04,774 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:05,190 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:05,592 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:05,999 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:06,408 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:06,813 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:07,270 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:07,685 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:08,093 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:08,496 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:08,901 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:09,306 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:09,722 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:10,086 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:10,498 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:10,915 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:11,281 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:11,690 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:12,092 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:12,497 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:12,904 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:13,310 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:13,713 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:14,148 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:14,555 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:14,920 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:15,325 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:15,730 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:16,132 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:16,540 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:16,952 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:17,365 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:17,768 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:18,173 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:18,577 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:18,983 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:19,388 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:19,821 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:20,177 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:20,584 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:20,987 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:21,402 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:21,813 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:22,219 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:22,621 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:23,024 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:23,429 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:23,833 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:24,237 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:24,643 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:25,059 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:25,467 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:25,833 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:26,239 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:26,645 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:27,053 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:27,459 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:27,868 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:28,290 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:28,652 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:29,060 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:29,466 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:29,868 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:30,274 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:30,680 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:31,084 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:31,488 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:31,916 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:32,321 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:32,724 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:33,133 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:33,534 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:33,939 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:34,343 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:34,759 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:35,167 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:35,524 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:35,931 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:36,348 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:36,711 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:37,119 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:37,521 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:37,936 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:38,348 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:38,755 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:39,158 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:39,564 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:39,970 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:40,372 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:40,778 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:41,182 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:41,590 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:41,993 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:42,399 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:42,804 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:43,212 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:43,617 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:44,020 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:44,421 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:44,839 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:45,247 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:45,652 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:46,055 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:46,463 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:46,866 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:47,268 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:47,684 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:48,098 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:48,500 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:48,949 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:49,353 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:49,757 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:50,205 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:50,559 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:50,963 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:51,368 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:51,772 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:52,178 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:52,597 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:53,002 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:53,409 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:53,834 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:54,201 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:54,610 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:55,026 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:55,434 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:55,845 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:56,249 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:56,666 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:57,075 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:57,480 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:57,886 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:58,294 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:58,698 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:59,100 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:59,510 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:46:59,909 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:00,314 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:00,721 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:01,127 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:01,532 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:01,947 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:02,352 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:02,757 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:03,162 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:03,569 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:03,971 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:04,378 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:04,782 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:05,191 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:05,610 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:06,026 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:06,428 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:06,835 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:07,240 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:07,649 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:08,061 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:08,475 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:08,842 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:09,249 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:09,654 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:10,070 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:10,487 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:10,852 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:11,257 | INFO | watchfiles.main | 1 change detected
2026-09-24 21:47:11,661 | INFO | watchfiles.main | 1 change detected
